Id,Type,Vessel,Dir,Origin,Destination,Dep_Date,Arr_Date,Code,Trip ID
1,CHOPPER,HN,OUT,UTP,JAS,2025-02-01,2025-02-01,N-OUT,C-HN-UTP:02/01 > JAS:02/01
2,CHOPPER,HN,IN,JAS,UTP,2025-02-01,2025-02-01,N-IN,C-HN-JAS:02/01 > UTP:02/01
3,CHOPPER,HN,OUT,UTP,MNA,2025-02-01,2025-02-01,N-OUT,C-HN-UTP:02/01 > MNA:02/01
4,CHOPPER,HN,IN,MNA,UTP,2025-02-01,2025-02-01,N-IN,C-HN-MNA:02/01 > UTP:02/01
5,CHOPPER,HN,OUT,UTP,JAS,2025-02-03,2025-02-03,N-OUT,C-HN-UTP:02/03 > JAS:02/03
6,CHOPPER,HN,IN,JAS,UTP,2025-02-03,2025-02-03,N-IN,C-HN-JAS:02/03 > UTP:02/03
7,CHOPPER,HN,OUT,UTP,MNA,2025-02-03,2025-02-03,N-OUT,C-HN-UTP:02/03 > MNA:02/03
8,CHOPPER,HN,IN,MNA,UTP,2025-02-03,2025-02-03,N-IN,C-HN-MNA:02/03 > UTP:02/03
9,CHOPPER,HS,OUT,SKL,NY,2025-02-05,2025-02-05,S-OUT,C-HS-SKL:02/05 > NY:02/05
10,CHOPPER,HS,IN,NY,SKL,2025-02-05,2025-02-05,S-IN,C-HS-NY:02/05 > SKL:02/05
11,CHOPPER,HS,OUT,SKL,WN,2025-02-05,2025-02-05,S-OUT,C-HS-SKL:02/05 > WN:02/05
12,CHOPPER,HS,IN,WN,SKL,2025-02-05,2025-02-05,S-IN,C-HS-WN:02/05 > SKL:02/05
13,CHOPPER,HS,OUT,SKL,WN,2025-02-07,2025-02-07,S-OUT,C-HS-SKL:02/07 > WN:02/07
14,CHOPPER,HS,IN,WN,SKL,2025-02-07,2025-02-07,S-IN,C-HS-WN:02/07 > SKL:02/07
15,CHOPPER,HN,OUT,UTP,JAS,2025-02-08,2025-02-08,N-OUT,C-HN-UTP:02/08 > JAS:02/08
16,CHOPPER,HN,IN,JAS,UTP,2025-02-08,2025-02-08,N-IN,C-HN-JAS:02/08 > UTP:02/08
17,CHOPPER,HN,OUT,UTP,MNA,2025-02-08,2025-02-08,N-OUT,C-HN-UTP:02/08 > MNA:02/08
18,CHOPPER,HN,IN,MNA,UTP,2025-02-08,2025-02-08,N-IN,C-HN-MNA:02/08 > UTP:02/08
19,CHOPPER,HS,OUT,SKL,NY,2025-02-08,2025-02-08,S-OUT,C-HS-SKL:02/08 > NY:02/08
20,CHOPPER,HS,IN,NY,SKL,2025-02-08,2025-02-08,S-IN,C-HS-NY:02/08 > SKL:02/08
21,CHOPPER,HN,OUT,UTP,JAS,2025-02-10,2025-02-10,N-OUT,C-HN-UTP:02/10 > JAS:02/10
22,CHOPPER,HN,IN,JAS,UTP,2025-02-10,2025-02-10,N-IN,C-HN-JAS:02/10 > UTP:02/10
23,CHOPPER,HS,OUT,SKL,NY,2025-02-12,2025-02-12,S-OUT,C-HS-SKL:02/12 > NY:02/12
24,CHOPPER,HS,IN,NY,SKL,2025-02-12,2025-02-12,S-IN,C-HS-NY:02/12 > SKL:02/12
25,CHOPPER,HS,OUT,SKL,WN,2025-02-12,2025-02-12,S-OUT,C-HS-SKL:02/12 > WN:02/12
26,CHOPPER,HS,IN,WN,SKL,2025-02-12,2025-02-12,S-IN,C-HS-WN:02/12 > SKL:02/12
27,CHOPPER,HN,OUT,UTP,JAS,2025-02-13,2025-02-13,N-OUT,C-HN-UTP:02/13 > JAS:02/13
28,CHOPPER,HN,IN,JAS,UTP,2025-02-13,2025-02-13,N-IN,C-HN-JAS:02/13 > UTP:02/13
29,CHOPPER,HS,OUT,SKL,WN,2025-02-14,2025-02-14,S-OUT,C-HS-SKL:02/14 > WN:02/14
30,CHOPPER,HS,IN,WN,SKL,2025-02-14,2025-02-14,S-IN,C-HS-WN:02/14 > SKL:02/14
31,CHOPPER,HN,OUT,UTP,JAS,2025-02-15,2025-02-15,N-OUT,C-HN-UTP:02/15 > JAS:02/15
32,CHOPPER,HN,IN,JAS,UTP,2025-02-15,2025-02-15,N-IN,C-HN-JAS:02/15 > UTP:02/15
33,CHOPPER,HN,OUT,UTP,MNA,2025-02-15,2025-02-15,N-OUT,C-HN-UTP:02/15 > MNA:02/15
34,CHOPPER,HN,FT,MNA,JAS,2025-02-15,2025-02-15,N-FT,C-HN-MNA:02/15 > JAS:02/15
35,CHOPPER,HN,OUT,UTP,JAS,2025-02-17,2025-02-17,N-OUT,C-HN-UTP:02/17 > JAS:02/17
36,CHOPPER,HN,IN,JAS,UTP,2025-02-17,2025-02-17,N-IN,C-HN-JAS:02/17 > UTP:02/17
37,CHOPPER,HN,OUT,UTP,MNA,2025-02-17,2025-02-17,N-OUT,C-HN-UTP:02/17 > MNA:02/17
38,CHOPPER,HN,IN,MNA,UTP,2025-02-17,2025-02-17,N-IN,C-HN-MNA:02/17 > UTP:02/17
39,CHOPPER,HS,OUT,SKL,NY,2025-02-19,2025-02-19,S-OUT,C-HS-SKL:02/19 > NY:02/19
40,CHOPPER,HS,IN,NY,SKL,2025-02-19,2025-02-19,S-IN,C-HS-NY:02/19 > SKL:02/19
41,CHOPPER,HS,OUT,SKL,WN,2025-02-19,2025-02-19,S-OUT,C-HS-SKL:02/19 > WN:02/19
42,CHOPPER,HS,IN,WN,SKL,2025-02-19,2025-02-19,S-IN,C-HS-WN:02/19 > SKL:02/19
43,CHOPPER,HN,OUT,UTP,JAS,2025-02-22,2025-02-22,N-OUT,C-HN-UTP:02/22 > JAS:02/22
44,CHOPPER,HN,IN,JAS,UTP,2025-02-22,2025-02-22,N-IN,C-HN-JAS:02/22 > UTP:02/22
45,CHOPPER,HN,OUT,UTP,MNA,2025-02-22,2025-02-22,N-OUT,C-HN-UTP:02/22 > MNA:02/22
46,CHOPPER,HN,IN,MNA,UTP,2025-02-22,2025-02-22,N-IN,C-HN-MNA:02/22 > UTP:02/22
47,CHOPPER,HS,OUT,SKL,NY,2025-02-22,2025-02-22,S-OUT,C-HS-SKL:02/22 > NY:02/22
48,CHOPPER,HS,IN,NY,SKL,2025-02-22,2025-02-22,S-IN,C-HS-NY:02/22 > SKL:02/22
49,CHOPPER,HN,OUT,UTP,JAS,2025-02-24,2025-02-24,N-OUT,C-HN-UTP:02/24 > JAS:02/24
50,CHOPPER,HN,IN,JAS,UTP,2025-02-24,2025-02-24,N-IN,C-HN-JAS:02/24 > UTP:02/24
51,CHOPPER,HS,OUT,SKL,NY,2025-02-26,2025-02-26,S-OUT,C-HS-SKL:02/26 > NY:02/26
52,CHOPPER,HS,IN,NY,SKL,2025-02-26,2025-02-26,S-IN,C-HS-NY:02/26 > SKL:02/26
53,CHOPPER,HS,OUT,SKL,WN,2025-02-26,2025-02-26,S-OUT,C-HS-SKL:02/26 > WN:02/26
54,CHOPPER,HS,IN,WN,SKL,2025-02-26,2025-02-26,S-IN,C-HS-WN:02/26 > SKL:02/26
55,CHOPPER,HN,OUT,UTP,JAS,2025-02-27,2025-02-27,N-OUT,C-HN-UTP:02/27 > JAS:02/27
56,CHOPPER,HN,IN,JAS,UTP,2025-02-27,2025-02-27,N-IN,C-HN-JAS:02/27 > UTP:02/27
57,CHOPPER,HS,OUT,SKL,WN,2025-02-28,2025-02-28,S-OUT,C-HS-SKL:02/28 > WN:02/28
58,CHOPPER,HS,IN,WN,SKL,2025-02-28,2025-02-28,S-IN,C-HS-WN:02/28 > SKL:02/28
59,CHOPPER,HN,OUT,UTP,JAS,2025-03-01,2025-03-01,N-OUT,C-HN-UTP:03/01 > JAS:03/01
60,CHOPPER,HN,IN,JAS,UTP,2025-03-01,2025-03-01,N-IN,C-HN-JAS:03/01 > UTP:03/01
61,CHOPPER,HN,OUT,UTP,MNA,2025-03-01,2025-03-01,N-OUT,C-HN-UTP:03/01 > MNA:03/01
62,CHOPPER,HN,IN,MNA,UTP,2025-03-01,2025-03-01,N-IN,C-HN-MNA:03/01 > UTP:03/01
63,CHOPPER,HS,OUT,SKL,NY,2025-03-01,2025-03-01,S-OUT,C-HS-SKL:03/01 > NY:03/01
64,CHOPPER,HS,IN,NY,SKL,2025-03-01,2025-03-01,S-IN,C-HS-NY:03/01 > SKL:03/01
65,CHOPPER,HS,OUT,SKL,NY,2025-03-05,2025-03-05,S-OUT,C-HS-SKL:03/05 > NY:03/05
66,CHOPPER,HS,IN,NY,SKL,2025-03-05,2025-03-05,S-IN,C-HS-NY:03/05 > SKL:03/05
67,CHOPPER,HS,OUT,SKL,WN,2025-03-05,2025-03-05,S-OUT,C-HS-SKL:03/05 > WN:03/05
68,CHOPPER,HS,IN,WN,SKL,2025-03-05,2025-03-05,S-IN,C-HS-WN:03/05 > SKL:03/05
69,CHOPPER,HN,OUT,UTP,JAS,2025-03-06,2025-03-06,N-OUT,C-HN-UTP:03/06 > JAS:03/06
70,CHOPPER,HN,IN,JAS,UTP,2025-03-06,2025-03-06,N-IN,C-HN-JAS:03/06 > UTP:03/06
71,CHOPPER,HS,OUT,SKL,WN,2025-03-07,2025-03-07,S-OUT,C-HS-SKL:03/07 > WN:03/07
72,CHOPPER,HS,IN,WN,SKL,2025-03-07,2025-03-07,S-IN,C-HS-WN:03/07 > SKL:03/07
73,CHOPPER,HN,OUT,UTP,JAS,2025-03-08,2025-03-08,N-OUT,C-HN-UTP:03/08 > JAS:03/08
74,CHOPPER,HN,IN,JAS,UTP,2025-03-08,2025-03-08,N-IN,C-HN-JAS:03/08 > UTP:03/08
75,CHOPPER,HN,OUT,UTP,MNA,2025-03-08,2025-03-08,N-OUT,C-HN-UTP:03/08 > MNA:03/08
76,CHOPPER,HN,IN,MNA,UTP,2025-03-08,2025-03-08,N-IN,C-HN-MNA:03/08 > UTP:03/08
77,CHOPPER,HS,OUT,SKL,NY,2025-03-08,2025-03-08,S-OUT,C-HS-SKL:03/08 > NY:03/08
78,CHOPPER,HS,IN,NY,SKL,2025-03-08,2025-03-08,S-IN,C-HS-NY:03/08 > SKL:03/08
79,CHOPPER,HN,OUT,UTP,JAS,2025-03-10,2025-03-10,N-OUT,C-HN-UTP:03/10 > JAS:03/10
80,CHOPPER,HN,IN,JAS,UTP,2025-03-10,2025-03-10,N-IN,C-HN-JAS:03/10 > UTP:03/10
81,CHOPPER,HS,OUT,SKL,NY,2025-03-12,2025-03-12,S-OUT,C-HS-SKL:03/12 > NY:03/12
82,CHOPPER,HS,IN,NY,SKL,2025-03-12,2025-03-12,S-IN,C-HS-NY:03/12 > SKL:03/12
83,CHOPPER,HS,OUT,SKL,WN,2025-03-12,2025-03-12,S-OUT,C-HS-SKL:03/12 > WN:03/12
84,CHOPPER,HS,IN,WN,SKL,2025-03-12,2025-03-12,S-IN,C-HS-WN:03/12 > SKL:03/12
85,CHOPPER,HN,OUT,UTP,JAS,2025-03-13,2025-03-13,N-OUT,C-HN-UTP:03/13 > JAS:03/13
86,CHOPPER,HN,IN,JAS,UTP,2025-03-13,2025-03-13,N-IN,C-HN-JAS:03/13 > UTP:03/13
87,CHOPPER,HS,OUT,SKL,WN,2025-03-14,2025-03-14,S-OUT,C-HS-SKL:03/14 > WN:03/14
88,CHOPPER,HS,IN,WN,SKL,2025-03-14,2025-03-14,S-IN,C-HS-WN:03/14 > SKL:03/14
89,CHOPPER,HN,OUT,UTP,JAS,2025-03-15,2025-03-15,N-OUT,C-HN-UTP:03/15 > JAS:03/15
90,CHOPPER,HN,IN,JAS,UTP,2025-03-15,2025-03-15,N-IN,C-HN-JAS:03/15 > UTP:03/15
91,CHOPPER,HN,OUT,UTP,MNA,2025-03-15,2025-03-15,N-OUT,C-HN-UTP:03/15 > MNA:03/15
92,CHOPPER,HN,IN,MNA,UTP,2025-03-15,2025-03-15,N-IN,C-HN-MNA:03/15 > UTP:03/15
93,CHOPPER,HN,OUT,UTP,JAS,2025-03-17,2025-03-17,N-OUT,C-HN-UTP:03/17 > JAS:03/17
94,CHOPPER,HN,IN,JAS,UTP,2025-03-17,2025-03-17,N-IN,C-HN-JAS:03/17 > UTP:03/17
95,CHOPPER,HN,OUT,UTP,MNA,2025-03-17,2025-03-17,N-OUT,C-HN-UTP:03/17 > MNA:03/17
96,CHOPPER,HN,IN,MNA,UTP,2025-03-17,2025-03-17,N-IN,C-HN-MNA:03/17 > UTP:03/17
97,CHOPPER,HS,OUT,SKL,NY,2025-03-19,2025-03-19,S-OUT,C-HS-SKL:03/19 > NY:03/19
98,CHOPPER,HS,IN,NY,SKL,2025-03-19,2025-03-19,S-IN,C-HS-NY:03/19 > SKL:03/19
99,CHOPPER,HS,OUT,SKL,WN,2025-03-19,2025-03-19,S-OUT,C-HS-SKL:03/19 > WN:03/19
100,CHOPPER,HS,IN,WN,SKL,2025-03-19,2025-03-19,S-IN,C-HS-WN:03/19 > SKL:03/19
101,CHOPPER,HN,OUT,UTP,JAS,2025-03-22,2025-03-22,N-OUT,C-HN-UTP:03/22 > JAS:03/22
102,CHOPPER,HN,IN,JAS,UTP,2025-03-22,2025-03-22,N-IN,C-HN-JAS:03/22 > UTP:03/22
103,CHOPPER,HN,OUT,UTP,MNA,2025-03-22,2025-03-22,N-OUT,C-HN-UTP:03/22 > MNA:03/22
104,CHOPPER,HN,IN,MNA,UTP,2025-03-22,2025-03-22,N-IN,C-HN-MNA:03/22 > UTP:03/22
105,CHOPPER,HS,OUT,SKL,NY,2025-03-22,2025-03-22,S-OUT,C-HS-SKL:03/22 > NY:03/22
106,CHOPPER,HS,IN,NY,SKL,2025-03-22,2025-03-22,S-IN,C-HS-NY:03/22 > SKL:03/22
107,CHOPPER,HN,OUT,UTP,JAS,2025-03-24,2025-03-24,N-OUT,C-HN-UTP:03/24 > JAS:03/24
108,CHOPPER,HN,IN,JAS,UTP,2025-03-24,2025-03-24,N-IN,C-HN-JAS:03/24 > UTP:03/24
109,CHOPPER,HS,OUT,SKL,NY,2025-03-26,2025-03-26,S-OUT,C-HS-SKL:03/26 > NY:03/26
110,CHOPPER,HS,IN,NY,SKL,2025-03-26,2025-03-26,S-IN,C-HS-NY:03/26 > SKL:03/26
111,CHOPPER,HS,OUT,SKL,WN,2025-03-26,2025-03-26,S-OUT,C-HS-SKL:03/26 > WN:03/26
112,CHOPPER,HS,IN,WN,SKL,2025-03-26,2025-03-26,S-IN,C-HS-WN:03/26 > SKL:03/26
113,CHOPPER,HN,OUT,UTP,JAS,2025-03-27,2025-03-27,N-OUT,C-HN-UTP:03/27 > JAS:03/27
114,CHOPPER,HN,IN,JAS,UTP,2025-03-27,2025-03-27,N-IN,C-HN-JAS:03/27 > UTP:03/27
115,CHOPPER,HS,OUT,SKL,WN,2025-03-28,2025-03-28,S-OUT,C-HS-SKL:03/28 > WN:03/28
116,CHOPPER,HS,IN,WN,SKL,2025-03-28,2025-03-28,S-IN,C-HS-WN:03/28 > SKL:03/28
117,CHOPPER,HN,OUT,UTP,JAS,2025-03-29,2025-03-29,N-OUT,C-HN-UTP:03/29 > JAS:03/29
118,CHOPPER,HN,IN,JAS,UTP,2025-03-29,2025-03-29,N-IN,C-HN-JAS:03/29 > UTP:03/29
119,CHOPPER,HN,OUT,UTP,MNA,2025-03-29,2025-03-29,N-OUT,C-HN-UTP:03/29 > MNA:03/29
120,CHOPPER,HN,IN,MNA,UTP,2025-03-29,2025-03-29,N-IN,C-HN-MNA:03/29 > UTP:03/29
121,CHOPPER,HN,OUT,UTP,JAS,2025-03-31,2025-03-31,N-OUT,C-HN-UTP:03/31 > JAS:03/31
122,CHOPPER,HN,IN,JAS,UTP,2025-03-31,2025-03-31,N-IN,C-HN-JAS:03/31 > UTP:03/31
123,CHOPPER,HN,OUT,UTP,MNA,2025-03-31,2025-03-31,N-OUT,C-HN-UTP:03/31 > MNA:03/31
124,CHOPPER,HN,IN,MNA,UTP,2025-03-31,2025-03-31,N-IN,C-HN-MNA:03/31 > UTP:03/31
125,CHOPPER,HS,OUT,SKL,NY,2025-04-01,2025-04-01,S-OUT,C-HS-SKL:04/01 > NY:04/01
126,CHOPPER,HS,IN,NY,SKL,2025-04-01,2025-04-01,S-IN,C-HS-NY:04/01 > SKL:04/01
127,CHOPPER,HS,OUT,SKL,NY,2025-04-02,2025-04-02,S-OUT,C-HS-SKL:04/02 > NY:04/02
128,CHOPPER,HS,IN,NY,SKL,2025-04-02,2025-04-02,S-IN,C-HS-NY:04/02 > SKL:04/02
129,CHOPPER,HS,OUT,SKL,WN,2025-04-02,2025-04-02,S-OUT,C-HS-SKL:04/02 > WN:04/02
130,CHOPPER,HS,IN,WN,SKL,2025-04-02,2025-04-02,S-IN,C-HS-WN:04/02 > SKL:04/02
131,CHOPPER,HS,OUT,SKL,WN,2025-04-04,2025-04-04,S-OUT,C-HS-SKL:04/04 > WN:04/04
132,CHOPPER,HS,IN,WN,SKL,2025-04-04,2025-04-04,S-IN,C-HS-WN:04/04 > SKL:04/04
133,CHOPPER,HN,OUT,UTP,JAS,2025-04-05,2025-04-05,N-OUT,C-HN-UTP:04/05 > JAS:04/05
134,CHOPPER,HN,IN,JAS,UTP,2025-04-05,2025-04-05,N-IN,C-HN-JAS:04/05 > UTP:04/05
135,CHOPPER,HN,OUT,UTP,MNA,2025-04-05,2025-04-05,N-OUT,C-HN-UTP:04/05 > MNA:04/05
136,CHOPPER,HN,IN,MNA,UTP,2025-04-05,2025-04-05,N-IN,C-HN-MNA:04/05 > UTP:04/05
137,CHOPPER,HS,OUT,SKL,NY,2025-04-05,2025-04-05,S-OUT,C-HS-SKL:04/05 > NY:04/05
138,CHOPPER,HS,IN,NY,SKL,2025-04-05,2025-04-05,S-IN,C-HS-NY:04/05 > SKL:04/05
139,CHOPPER,HN,OUT,UTP,JAS,2025-04-07,2025-04-07,N-OUT,C-HN-UTP:04/07 > JAS:04/07
140,CHOPPER,HN,IN,JAS,UTP,2025-04-07,2025-04-07,N-IN,C-HN-JAS:04/07 > UTP:04/07
141,CHOPPER,HS,OUT,SKL,NY,2025-04-09,2025-04-09,S-OUT,C-HS-SKL:04/09 > NY:04/09
142,CHOPPER,HS,IN,NY,SKL,2025-04-09,2025-04-09,S-IN,C-HS-NY:04/09 > SKL:04/09
143,CHOPPER,HS,OUT,SKL,WN,2025-04-09,2025-04-09,S-OUT,C-HS-SKL:04/09 > WN:04/09
144,CHOPPER,HS,IN,WN,SKL,2025-04-09,2025-04-09,S-IN,C-HS-WN:04/09 > SKL:04/09
145,CHOPPER,HN,OUT,UTP,JAS,2025-04-10,2025-04-10,N-OUT,C-HN-UTP:04/10 > JAS:04/10
146,CHOPPER,HN,IN,JAS,UTP,2025-04-10,2025-04-10,N-IN,C-HN-JAS:04/10 > UTP:04/10
147,CHOPPER,HS,OUT,SKL,WN,2025-04-11,2025-04-11,S-OUT,C-HS-SKL:04/11 > WN:04/11
148,CHOPPER,HS,IN,WN,SKL,2025-04-11,2025-04-11,S-IN,C-HS-WN:04/11 > SKL:04/11
149,CHOPPER,HN,OUT,UTP,JAS,2025-04-12,2025-04-12,N-OUT,C-HN-UTP:04/12 > JAS:04/12
150,CHOPPER,HN,IN,JAS,UTP,2025-04-12,2025-04-12,N-IN,C-HN-JAS:04/12 > UTP:04/12
151,CHOPPER,HN,OUT,UTP,MNA,2025-04-12,2025-04-12,N-OUT,C-HN-UTP:04/12 > MNA:04/12
152,CHOPPER,HN,IN,MNA,UTP,2025-04-12,2025-04-12,N-IN,C-HN-MNA:04/12 > UTP:04/12
153,CHOPPER,HS,OUT,SKL,NY,2025-04-12,2025-04-12,S-OUT,C-HS-SKL:04/12 > NY:04/12
154,CHOPPER,HS,IN,NY,SKL,2025-04-12,2025-04-12,S-IN,C-HS-NY:04/12 > SKL:04/12
155,CHOPPER,HN,OUT,UTP,JAS,2025-04-14,2025-04-14,N-OUT,C-HN-UTP:04/14 > JAS:04/14
156,CHOPPER,HN,IN,JAS,UTP,2025-04-14,2025-04-14,N-IN,C-HN-JAS:04/14 > UTP:04/14
157,CHOPPER,HN,OUT,UTP,MNA,2025-04-14,2025-04-14,N-OUT,C-HN-UTP:04/14 > MNA:04/14
158,CHOPPER,HN,IN,MNA,UTP,2025-04-14,2025-04-14,N-IN,C-HN-MNA:04/14 > UTP:04/14
159,CHOPPER,HS,OUT,SKL,NY,2025-04-16,2025-04-16,S-OUT,C-HS-SKL:04/16 > NY:04/16
160,CHOPPER,HS,IN,NY,SKL,2025-04-16,2025-04-16,S-IN,C-HS-NY:04/16 > SKL:04/16
161,CHOPPER,HS,OUT,SKL,WN,2025-04-16,2025-04-16,S-OUT,C-HS-SKL:04/16 > WN:04/16
162,CHOPPER,HS,IN,WN,SKL,2025-04-16,2025-04-16,S-IN,C-HS-WN:04/16 > SKL:04/16
163,CHOPPER,HN,OUT,UTP,JAS,2025-04-17,2025-04-17,N-OUT,C-HN-UTP:04/17 > JAS:04/17
164,CHOPPER,HN,IN,JAS,UTP,2025-04-17,2025-04-17,N-IN,C-HN-JAS:04/17 > UTP:04/17
165,CHOPPER,HN,OUT,UTP,JAS,2025-04-19,2025-04-19,N-OUT,C-HN-UTP:04/19 > JAS:04/19
166,CHOPPER,HN,IN,JAS,UTP,2025-04-19,2025-04-19,N-IN,C-HN-JAS:04/19 > UTP:04/19
167,CHOPPER,HN,OUT,UTP,MNA,2025-04-19,2025-04-19,N-OUT,C-HN-UTP:04/19 > MNA:04/19
168,CHOPPER,HN,IN,MNA,UTP,2025-04-19,2025-04-19,N-IN,C-HN-MNA:04/19 > UTP:04/19
169,CHOPPER,HS,OUT,SKL,NY,2025-04-19,2025-04-19,S-OUT,C-HS-SKL:04/19 > NY:04/19
170,CHOPPER,HS,IN,NY,SKL,2025-04-19,2025-04-19,S-IN,C-HS-NY:04/19 > SKL:04/19
171,CHOPPER,HN,OUT,UTP,JAS,2025-04-21,2025-04-21,N-OUT,C-HN-UTP:04/21 > JAS:04/21
172,CHOPPER,HN,IN,JAS,UTP,2025-04-21,2025-04-21,N-IN,C-HN-JAS:04/21 > UTP:04/21
173,CHOPPER,HS,OUT,SKL,NY,2025-04-23,2025-04-23,S-OUT,C-HS-SKL:04/23 > NY:04/23
